vaga_simplificada,senioridade,nome_empresa,tamanho,tipo_propriedade,industria,setor,receita,cidade,estado,idade_empresa,nota,fg_glassdor_est,fg_por_hora,descricao_qtd_palavras,estatistica,programacao,etl,saas,ferramentas_bi,ml_ai,salario_medio
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,163,0,0,0,0,0,0,117500.0
Data Scientist,Senior,Hyphen,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,37.0,4.0,1,0,119,1,0,0,0,0,0,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,80,0,1,0,0,1,0,117500.0
Data Analyist,Senior,Performance Foodservice,1 to 50 Employees,Subsidiary or Business Segment,Wholesale,Business Services,Unknown,La Crosse,WI,37.0,2.5,1,0,194,0,0,0,0,0,0,117500.0
Data Scientist,Unknown,Two Barrels,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,Spokane,WA,11.0,4.7,1,0,120,0,0,1,0,0,0,117500.0
Machine Learning,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,103,0,0,0,0,0,1,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,126,0,0,0,0,0,1,117500.0
Data Analyist,Unknown,Kforce,10000+ Employees,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),Frisco,TX,55.0,4.1,1,0,130,0,0,1,0,0,0,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,109,0,0,0,0,0,1,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,100,0,0,0,0,0,1,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,161,0,0,0,0,0,1,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,91,0,1,0,0,0,1,117500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,120,1,0,0,0,0,1,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,122,0,0,0,0,0,1,139500.0
Data Scientist,Unknown,Intuit - Data,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),New York,NY,38.0,4.4,1,0,88,1,0,0,0,0,0,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,108,0,0,1,0,0,1,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,161,0,0,0,0,0,1,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,103,1,0,0,0,0,0,139500.0
Data Analyist,Unknown,"CGI Group, Inc.",10000+ Employees,Company - Public,Consulting,Business Services,$10+ billion (USD),Fairfax,VA,45.0,3.8,1,0,528,1,1,0,0,0,0,139500.0
Machine Learning,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,112,0,0,0,0,0,1,139500.0
Data Scientist,Senior,Brighthouse Financial,1001 to 5000 Employees,Company - Public,Insurance Carriers,Insurance,Unknown,Charlotte,NC,4.0,4.3,1,0,193,0,0,0,0,0,0,139500.0
Data Analyist,Unknown,Lidl US,10000+ Employees,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Arlington,VA,27.0,3.6,1,0,71,0,0,0,0,0,0,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,123,0,0,1,0,0,1,139500.0
Data Scientist,Junior,"FourthWall Media, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Sterling,VA,37.0,4.0,1,0,136,0,0,0,0,0,0,139500.0
Data Scientist,Unknown,"FourthWall Media, Inc.",201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Sterling,VA,23.0,3.5,1,0,114,0,0,0,0,1,1,139500.0
Data Engineer,Unknown,"The Travelers Companies, Inc.",10000+ Employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Hartford,CT,168.0,4.0,1,0,160,1,0,0,0,0,0,139500.0
Data Scientist,Mid,Parsons,10000+ Employees,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),Dahlgren,VA,77.0,3.9,1,0,169,1,0,0,0,0,0,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,149,0,0,0,0,0,1,139500.0
Data Scientist,Unknown,Kelly,5001 to 10000 Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),North Chicago,IL,75.0,3.5,1,0,94,0,0,0,0,0,0,139500.0
Data Scientist,Mid,"FourthWall Media, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Sterling,VA,37.0,4.0,1,0,120,1,0,0,0,0,0,139500.0
Data Scientist,Unknown,Hill's Pet Nutrition,1001 to 5000 Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Seattle,WA,114.0,4.1,1,0,143,0,0,0,0,0,0,139500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Santa Clara,CA,45.0,4.3,1,0,152,0,0,0,0,0,1,139500.0
Data Scientist,Unknown,World Services LLC,51 to 200 Employees,Company - Private,Unknown,Unknown,Unknown,Remote,Na,37.0,4.7,1,0,212,0,1,1,1,0,0,139500.0
Data Scientist,Senior,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Carlsbad,CA,119.0,3.8,1,0,143,1,0,0,0,0,0,139500.0
Data Scientist,Unknown,Kelly,5001 to 10000 Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),Whippany,NJ,75.0,3.5,1,0,79,0,0,0,0,0,0,139500.0
Data Engineer,Unknown,CloudMedx,Unknown,Unknown,Unknown,Unknown,Unknown,Palo Alto,CA,37.0,4.0,1,0,149,0,0,0,0,0,1,139500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),San Francisco,CA,45.0,4.3,1,0,176,0,0,0,0,0,0,139500.0
Data Scientist,Junior,BTAS,201 to 500 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Hampton,VA,26.0,3.8,1,0,205,0,0,0,0,0,0,139500.0
Data Scientist,Unknown,Epsilon,5001 to 10000 Employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),Chicago,IL,52.0,3.7,1,0,140,0,0,0,0,0,1,139500.0
Data Scientist,Unknown,"Information Unlimited, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Washington,DC,37.0,4.0,1,0,118,0,1,1,0,1,0,139500.0
Data Scientist,Unknown,Daley and Associates,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),New York,NY,16.0,3.8,1,0,104,0,0,0,0,0,1,139500.0
Data Scientist,Unknown,Creative Financial Staffing,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Hartford,CT,27.0,4.6,1,0,117,1,0,1,0,0,1,139500.0
Data Scientist,Unknown,Intuit - Data,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),New York,NY,38.0,4.4,1,0,88,1,0,0,0,0,0,142500.0
Data Scientist,Unknown,Intuit - Data,Unknown,Unknown,Unknown,Unknown,Unknown,New York,NY,37.0,4.4,1,0,88,1,0,0,0,0,0,142500.0
Data Engineer,Unknown,Apple,Unknown,Unknown,Unknown,Unknown,Unknown,Seattle,WA,37.0,4.3,1,0,103,1,0,0,0,0,0,142500.0
Data Analyist,Unknown,Infinity Apparel Group,Unknown,Unknown,Unknown,Unknown,Unknown,Miami,FL,37.0,4.0,1,0,61,0,0,0,0,1,0,142500.0
Data Analyist,Unknown,"CGI Group, Inc.",10000+ Employees,Company - Public,Consulting,Business Services,$10+ billion (USD),Fairfax,VA,45.0,3.8,1,0,528,1,1,0,0,0,0,142500.0
Machine Learning,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,112,0,0,0,0,0,1,142500.0
Data Analyist,Unknown,LaborNow,Unknown,Company - Public,Unknown,Unknown,Unknown,Oxnard,CA,37.0,1.0,1,0,81,0,0,0,0,1,0,142500.0
Data Scientist,Senior,Brighthouse Financial,1001 to 5000 Employees,Company - Public,Insurance Carriers,Insurance,Unknown,Charlotte,NC,4.0,4.3,1,0,193,0,0,0,0,0,0,142500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,123,0,0,1,0,0,1,142500.0
Data Analyist,Unknown,Lidl US,10000+ Employees,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Arlington,VA,27.0,3.6,1,0,71,0,0,0,0,0,0,142500.0
Data Analyist,Senior,Northwest Federal Credit Union,501 to 1000 Employees,Company - Private,Banks & Credit Unions,Finance,$25 to $50 million (USD),Herndon,VA,74.0,3.4,1,0,174,0,0,0,0,1,0,142500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),San Diego,CA,45.0,4.3,1,0,174,1,0,0,0,0,0,142500.0
Data Analyist,Unknown,Bon Secours Mercy Health,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Cincinnati,OH,3.0,3.4,1,0,106,0,0,0,0,0,0,142500.0
Data Scientist,Senior,Macy’s,10000+ Employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),New York,NY,163.0,3.4,1,0,123,0,0,1,0,0,0,142500.0
Data Analyist,Unknown,Internal Data Resources,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Smyrna,GA,23.0,4.3,1,0,99,0,0,0,0,0,0,142500.0
Data Scientist,Junior,"FourthWall Media, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Sterling,VA,37.0,4.0,1,0,136,0,0,0,0,0,0,142500.0
Data Scientist,Senior,Macy’s,10000+ Employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),New York,NY,163.0,3.4,1,0,125,0,0,1,0,0,0,142500.0
Data Scientist,Unknown,Lorien,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Atlanta,GA,23.0,3.5,1,0,114,0,0,0,0,1,1,142500.0
Data Engineer,Senior,AE Business Solutions,51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Madison,WI,72.0,4.0,1,0,183,0,0,0,0,0,0,142500.0
Data Engineer,Unknown,"The Travelers Companies, Inc.",10000+ Employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Hartford,CT,168.0,4.0,1,0,160,1,0,0,0,0,0,142500.0
Data Analyist,Senior,CDK Global,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Hoffman Estates,IL,7.0,3.5,1,0,122,0,0,0,0,0,0,142500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,149,0,0,0,0,0,1,142500.0
Unknown,Unknown,"The Travelers Companies, Inc.",10000+ Employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Paul,MN,168.0,4.0,1,0,183,0,0,0,0,0,0,142500.0
Manager,Executive,Alpha Consulting,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Cambridge,MA,27.0,4.5,1,0,72,0,0,0,0,0,0,142500.0
Data Analyist,Unknown,MassMutual,5001 to 10000 Employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Boston,MA,170.0,3.9,1,0,629,1,0,0,0,1,0,142500.0
Data Analyist,Unknown,Putnam Investments,1001 to 5000 Employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Boston,MA,84.0,3.8,1,0,150,0,0,0,0,0,0,142500.0
Data Engineer,Unknown,AccruePartners,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Charlotte,NC,19.0,2.4,1,0,75,0,0,0,0,0,0,142500.0
Data Scientist,Mid,Parsons,10000+ Employees,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),Dahlgren,VA,77.0,3.9,1,0,169,1,0,0,0,0,0,142500.0
Unknown,Senior,Medical Search Associates,Unknown,Company - Public,Unknown,Unknown,Unknown,Gratiot,OH,37.0,4.0,1,0,633,0,0,0,0,1,0,142500.0
Data Scientist,Mid,"FourthWall Media, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Sterling,VA,37.0,4.0,1,0,120,1,0,0,0,0,0,142500.0
Data Analyist,Senior,Home Care Assistance,5001 to 10000 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Phoenix,AZ,18.0,3.8,1,0,170,1,0,0,0,1,0,81500.0
Data Scientist,Senior,Selby Jennings,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Dallas,TX,17.0,3.4,1,0,93,0,1,1,0,0,1,81500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Santa Clara,CA,45.0,4.3,1,0,152,0,0,0,0,0,1,81500.0
Data Scientist,Unknown,Hill's Pet Nutrition,1001 to 5000 Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Seattle,WA,114.0,4.1,1,0,14,0,0,0,0,0,0,81500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,201,0,0,0,0,0,0,81500.0
Data Scientist,Senior,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Carlsbad,CA,119.0,3.8,1,0,143,1,0,0,0,0,0,81500.0
Data Engineer,Unknown,Cenlar FSB,1001 to 5000 Employees,Company - Private,Unknown,Unknown,$100 to $500 million (USD),Ewing,NJ,63.0,3.2,1,0,149,1,0,0,0,0,0,81500.0
Data Engineer,Executive,Spokeo,201 to 500 Employees,Company - Private,Internet,Information Technology,Unknown,Pasadena,CA,15.0,4.0,1,0,133,0,0,0,0,0,0,81500.0
Data Scientist,Unknown,World Services LLC,51 to 200 Employees,Company - Private,Unknown,Unknown,Unknown,Remote,Na,37.0,4.7,1,0,212,0,1,1,1,0,0,81500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Cambridge,MA,45.0,4.3,1,0,92,0,0,0,0,0,1,81500.0
Data Engineer,Unknown,Morgan Hunter,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Kansas City,MO,35.0,4.4,1,0,110,0,1,0,0,0,0,81500.0
Data Scientist,Unknown,Kelly,5001 to 10000 Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),Whippany,NJ,75.0,3.5,1,0,79,0,0,0,0,0,0,81500.0
Data Engineer,Unknown,CloudMedx,Unknown,Unknown,Unknown,Unknown,Unknown,Palo Alto,CA,37.0,4.0,1,0,149,0,0,0,0,0,1,81500.0
Data Scientist,Junior,BTAS,201 to 500 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Hampton,VA,26.0,3.8,1,0,205,0,0,0,0,0,0,81500.0
Data Engineer,Unknown,Storm Global Analytics,Unknown,Unknown,Unknown,Unknown,Unknown,New York,NY,37.0,4.0,1,0,123,0,0,0,0,0,1,81500.0
Data Engineer,Senior,Bristol Myers Squibb,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Redwood City,CA,163.0,4.1,1,0,140,0,0,0,0,0,1,81500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Cambridge,MA,45.0,4.3,1,0,92,0,0,0,0,0,1,81500.0
Data Scientist,Senior,Bridgestone Americas,10000+ Employees,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$10+ billion (USD),Nashville,TN,121.0,3.6,1,0,188,1,0,0,0,0,0,81500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),San Francisco,CA,45.0,4.3,1,0,176,0,0,0,0,0,0,81500.0
Data Scientist,Unknown,"Information Unlimited, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Washington,DC,37.0,4.0,1,0,118,0,1,1,0,1,0,81500.0
Data Analyist,Unknown,Kelly,5001 to 10000 Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),Austin,TX,75.0,3.5,1,0,30,0,0,0,0,0,0,81500.0
Data Scientist,Unknown,Epsilon,5001 to 10000 Employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),Chicago,IL,52.0,3.7,1,0,140,0,0,0,0,0,1,81500.0
Data Scientist,Unknown,Elder Research Inc,51 to 200 Employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Arlington,VA,26.0,4.3,1,0,154,1,0,0,0,0,0,81500.0
Data Scientist,Unknown,Daley and Associates,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),New York,NY,16.0,3.8,1,0,104,0,0,0,0,0,1,81500.0
Data Scientist,Unknown,HCL Technologies,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Texas,TX,30.0,3.7,1,0,115,0,1,1,0,0,1,81500.0
Data Scientist,Unknown,Creative Financial Staffing,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Hartford,CT,27.0,4.6,1,0,117,1,0,1,0,0,1,81500.0
Data Scientist,Unknown,Adlumin Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,Washington,DC,37.0,4.0,1,0,164,1,0,0,0,1,1,81500.0
Data Scientist,Senior,Electric Power Research Institute,Unknown,Company - Private,Unknown,Unknown,Unknown,Washington,DC,37.0,4.0,1,0,94,0,0,0,0,0,0,81500.0
Data Scientist,Unknown,Hilton Grand Vacations,5001 to 10000 Employees,Company - Public,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown,Orlando,FL,29.0,3.9,1,0,90,0,1,1,0,1,0,81500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Austin,TX,45.0,4.3,1,0,203,0,0,0,0,0,0,81500.0
Data Scientist,Unknown,Hilton Grand Vacations,5001 to 10000 Employees,Company - Public,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown,Orlando,FL,29.0,3.9,1,0,90,0,1,1,0,1,0,97500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Austin,TX,45.0,4.3,1,0,203,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Apple,Unknown,Unknown,Unknown,Unknown,Unknown,Austin,TX,37.0,4.3,1,0,203,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Culver City,CA,45.0,4.3,1,0,125,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Cox Communications Inc,10000+ Employees,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),Atlanta,GA,59.0,4.1,1,0,27,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Austin,TX,45.0,4.3,1,0,164,1,0,0,0,0,1,97500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Austin,TX,45.0,4.3,1,0,150,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Austin,TX,45.0,4.3,1,0,125,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,TEKsystems,1001 to 5000 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Juno Beach,FL,38.0,3.8,1,0,142,0,1,0,0,0,1,97500.0
Data Scientist,Unknown,Booz Allen Hamilton,10000+ Employees,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),Atlanta,GA,107.0,4.2,1,0,217,0,0,0,0,0,1,97500.0
Data Scientist,Unknown,Insight Global,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Atlanta,GA,20.0,3.9,1,0,128,1,0,0,0,0,1,97500.0
Data Scientist,Unknown,Verizon,10000+ Employees,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Roswell,GA,21.0,3.9,1,0,182,1,0,0,0,0,0,97500.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Culver City,CA,45.0,4.3,1,0,184,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Safelite Group,10000+ Employees,Company - Private,Auto Repair & Maintenance,"Construction, Repair & Maintenance",$2 to $5 billion (USD),Columbus,OH,74.0,3.5,1,0,120,1,0,0,0,0,0,97500.0
Data Scientist,Unknown,Genworth,1001 to 5000 Employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),Raleigh,NC,17.0,3.8,1,0,512,1,0,0,0,1,0,97500.0
Data Scientist,Unknown,Alexander Technology Group,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Boston,MA,14.0,4.4,1,0,77,0,0,0,0,0,0,97500.0
Data Scientist,Unknown,Verizon,10000+ Employees,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Martinsville,NJ,21.0,3.9,1,0,499,1,0,0,0,1,0,97500.0
Data Scientist,Unknown,Onward Search,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Cary,NC,14.0,3.8,1,0,385,1,1,1,1,1,1,97500.0
Data Scientist,Unknown,Adlumin Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,Washington,DC,37.0,4.0,1,0,164,1,0,0,0,1,1,97500.0
Data Scientist,Unknown,Stellantis,10000+ Employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),Auburn Hills,MI,37.0,3.7,1,0,117,1,0,0,0,0,0,97500.0
Data Scientist,Unknown,Kapitus,201 to 500 Employees,Self-employed,Unknown,Unknown,Unknown,Maryland,MD,37.0,3.2,1,0,126,0,0,0,0,0,0,97500.0
Data Engineer,Unknown,Trexin Consulting,51 to 200 Employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Chicago,IL,16.0,4.0,1,0,189,0,0,0,0,0,1,97500.0
Data Scientist,Unknown,Excelerated Analytics LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Stafford,VA,37.0,4.0,1,0,132,1,0,0,0,0,0,97500.0
Data Scientist,Unknown,Skan,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,San Jose,CA,8.0,4.8,1,0,64,1,0,0,0,0,0,97500.0
Data Scientist,Unknown,PSG Global Solutions,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Irvine,CA,12.0,4.1,1,0,83,0,1,0,0,0,0,97500.0
Data Scientist,Unknown,CES Limited,51 to 200 Employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Woonsocket,RI,8.0,3.5,1,0,81,0,0,0,0,1,0,97500.0
Data Scientist,Unknown,Northwell Health,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),Lake Success,NY,24.0,4.1,1,0,97,1,0,0,0,0,1,97500.0
Data Scientist,Unknown,"Sunfish, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,37.0,4.0,1,0,121,0,0,0,0,0,1,97500.0
Data Scientist,Unknown,ApTask India Private Limited,Unknown,Unknown,Unknown,Unknown,Unknown,Broomfield,CO,37.0,4.0,1,0,69,1,1,0,0,0,1,97500.0
Data Scientist,Unknown,#twiceasnice Recruiting,Unknown,Company - Public,Unknown,Unknown,Unknown,Washington,DC,37.0,5.0,1,0,161,0,0,0,0,0,0,97500.0
Machine Learning,Unknown,Ursus,1 to 50 Employees,Company - Private,IT Services,Information Technology,Unknown,Menlo Park,CA,6.0,4.4,1,0,86,0,0,0,0,0,1,154500.0
Data Scientist,Unknown,Northwell Health,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),Lake Success,NY,24.0,4.1,1,0,97,1,0,0,0,0,1,154500.0
Data Scientist,Junior,PayPal,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),San Jose,CA,23.0,4.1,1,0,391,0,0,0,0,0,0,154500.0
Data Scientist,Unknown,Hulu,1001 to 5000 Employees,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),New York,NY,14.0,3.9,1,0,115,1,0,0,0,0,1,154500.0
Data Scientist,Unknown,Harnham,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Chicago,IL,15.0,3.9,1,0,65,1,0,0,0,0,0,154500.0
Data Scientist,Unknown,Rhino New York,51 to 200 Employees,Company - Private,Insurance Carriers,Insurance,Unknown,Remote,Na,4.0,4.8,1,0,163,0,0,0,0,0,0,154500.0
Data Scientist,Junior,Cleveland Clinic,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Cleveland,OH,100.0,3.9,1,0,76,1,0,0,0,0,1,154500.0
Data Scientist,Unknown,Waymo,Unknown,Company - Private,Computer Hardware & Software,Information Technology,Unknown,Mountain View,CA,12.0,4.0,1,0,196,0,0,0,0,0,0,154500.0
