vaga_simplificada,senioridade,nome_empresa,tamanho,tipo_propriedade,industria,setor,receita,cidade,estado,idade_empresa,nota,fg_glassdor_est,fg_por_hora,descricao_qtd_palavras,estatistica,programacao,etl,saas,ferramentas_bi,ml_ai,salario_medio
Data Scientist,Senior,"Silverback Therapeutics, Inc.",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown,Seattle,WA,28.0,3.1,1,0,138,0,0,0,0,0,0,106500.0
Data Analyist,Unknown,Coliseum Medical Center,1001 to 5000 Employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Macon,GA,28.0,3.8,1,0,108,0,0,0,0,0,0,106500.0
Data Scientist,Senior,"Intralytix, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Columbia,MD,28.0,3.9,1,0,81,0,0,0,0,0,0,106500.0
Unknown,Unknown,Momentum3,Unknown,Unknown,Unknown,Unknown,Unknown,Tulsa,OK,28.0,3.9,1,0,94,0,0,0,1,0,1,106500.0
Data Scientist,Mid,Nanosyn,Unknown,Unknown,Unknown,Unknown,Unknown,Santa Clara,CA,28.0,3.9,1,0,69,0,0,0,0,0,0,106500.0
Data Engineer,Senior,Dojnia Staffing,Unknown,Unknown,Unknown,Unknown,Unknown,Watertown,MA,28.0,3.9,1,0,123,0,0,0,0,1,0,106500.0
Data Scientist,Unknown,Piramal Pharmasolutions,Unknown,Unknown,Unknown,Unknown,Unknown,Riverview,MI,28.0,3.9,1,0,131,0,0,0,0,0,0,106500.0
Data Scientist,Unknown,Confidential Manufacturing,Unknown,Unknown,Unknown,Unknown,Unknown,Daytona Beach,FL,28.0,3.9,1,0,88,0,0,0,0,0,0,106500.0
Unknown,Senior,ASR ANALYTICS LLC,1 to 50 Employees,Private Practice / Firm,Accounting,Accounting & Legal,$1 to $5 million (USD),Phoenix,AZ,28.0,4.1,1,0,102,0,0,0,0,0,0,106500.0
Data Analyist,Unknown,Salud Revenue Partners,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Lafayette,IN,10.0,3.9,1,0,125,0,0,0,0,0,0,106500.0
Data Engineer,Senior,Mitre Corporation,5001 to 10000 Employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),McLean,VA,63.0,3.7,1,0,226,0,0,0,0,0,1,106500.0
Data Scientist,Senior,Scismic,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Cambridge,MA,28.0,3.9,1,0,133,0,0,0,0,1,0,106500.0
Unknown,Senior,ASR ANALYTICS LLC,1 to 50 Employees,Private Practice / Firm,Accounting,Accounting & Legal,$1 to $5 million (USD),Washington,DC,28.0,4.1,1,0,82,1,1,0,0,0,1,106500.0
Data Scientist,Senior,Cellsonics Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,San Jose,CA,28.0,3.9,1,0,119,0,0,0,0,0,0,106500.0
Data Scientist,Unknown,"AfaSci, Inc",Unknown,Unknown,Unknown,Unknown,Unknown,Redwood City,CA,28.0,3.9,1,0,144,0,0,0,0,0,0,106500.0
Data Engineer,Senior,"innoVet Health, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,143,1,0,0,0,0,0,106500.0
Data Scientist,Unknown,Alpha Consulting,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Lawrenceville,NJ,27.0,4.5,1,0,98,0,0,0,0,1,0,106500.0
Data Scientist,Unknown,iXCells Biotechnologies,1 to 50 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,San Diego,CA,7.0,5.0,1,0,139,0,0,0,0,0,0,106500.0
Data Engineer,Senior,Simplex,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Austin,TX,9.0,3.9,1,0,155,1,0,0,0,0,1,106500.0
Data Scientist,Unknown,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Rosslyn,VA,171.0,3.9,1,0,139,0,0,0,0,0,0,106500.0
Data Engineer,Unknown,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Gilbert,AZ,171.0,3.9,1,0,213,0,0,0,0,0,1,106500.0
Data Scientist,Unknown,The Hanover Insurance Group,5001 to 10000 Employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),Worcester,MA,169.0,4.3,1,0,75,0,0,0,0,0,0,106500.0
Data Scientist,Unknown,1st American,201 to 500 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,Dayton,OH,14.0,2.9,1,0,106,0,0,0,0,0,0,106500.0
Data Scientist,Senior,Active Motif Inc,51 to 200 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),Carlsbad,CA,28.0,3.8,1,0,11,0,0,0,0,0,0,106500.0
Data Scientist,Mid,National Geospatial-Intelligence Agency,10000+ Employees,Government,Aerospace & Defense,Aerospace & Defense,Unknown,Saint Louis,MO,25.0,3.9,1,0,773,1,1,0,0,1,1,106500.0
Data Scientist,Unknown,The Adecco Group,10000+ Employees,Company - Public,Staffing & Outsourcing,Business Services,$10+ billion (USD),New York,NY,28.0,3.7,1,0,648,1,1,1,0,1,1,104500.0
Data Scientist,Senior,The Judge Group,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Remote,Na,51.0,3.6,1,0,110,1,1,0,0,0,1,104500.0
Data Analyist,Senior,Strive Health,201 to 500 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Denver,CO,3.0,5.0,1,0,125,0,0,0,0,0,0,104500.0
Data Engineer,Unknown,Allstate,10000+ Employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),Irving,TX,90.0,3.5,1,0,1327,1,1,0,1,1,1,104500.0
Data Engineer,Senior,"HuntSource, LLC",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Reston,VA,28.0,5.0,1,0,89,0,1,1,1,0,0,104500.0
Data Engineer,Unknown,Allstate,10000+ Employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),Northbrook,IL,90.0,3.5,1,0,1157,0,0,0,1,1,1,104500.0
Data Engineer,Unknown,Lucid Motors,1001 to 5000 Employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown,Newark,CA,14.0,4.1,1,0,116,0,0,0,1,0,1,104500.0
Manager,Executive,KANTAR,1001 to 5000 Employees,Company - Private,Research & Development,Business Services,Unknown,Lisle,IL,28.0,3.4,1,0,126,0,0,0,0,0,0,104500.0
Data Scientist,Unknown,MRIGlobal,1001 to 5000 Employees,Nonprofit Organization,Research & Development,Business Services,$50 to $100 million (USD),Charlottesville,VA,28.0,3.4,1,0,82,0,0,0,0,0,0,104500.0
Data Analyist,Unknown,Environmental Consultants (ECI),501 to 1000 Employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Berlin,CT,49.0,3.7,1,0,136,0,0,0,0,1,0,104500.0
Machine Learning,Senior,Intelligent Automation,51 to 200 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),Rockville,MD,34.0,3.7,1,0,110,0,0,0,0,0,1,104500.0
Data Engineer,Unknown,Intelligent Automation,51 to 200 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),Rockville,MD,34.0,3.7,1,0,105,0,0,0,0,0,1,104500.0
Data Engineer,Unknown,Vibrent Health,51 to 200 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,Fairfax,VA,13.0,3.2,1,0,124,0,0,0,0,0,0,104500.0
Data Analyist,Unknown,BankUnited,1001 to 5000 Employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Miami Lakes,FL,12.0,3.0,1,0,125,1,0,0,0,1,0,104500.0
Data Scientist,Unknown,Pacific Life,1001 to 5000 Employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),Aliso Viejo,CA,153.0,3.9,1,0,696,1,0,0,1,1,0,104500.0
Data Engineer,Senior,Lucid Motors,1001 to 5000 Employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown,Newark,CA,14.0,4.1,1,0,124,0,0,0,0,0,0,104500.0
Data Engineer,Unknown,Intelligent Automation,51 to 200 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),Rockville,MD,34.0,3.7,1,0,107,0,0,0,0,0,1,104500.0
Data Scientist,Executive,Molecular Testing Labs,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Vancouver,WA,10.0,3.7,1,0,101,0,0,0,0,0,0,104500.0
Data Engineer,Unknown,IFG Companies,201 to 500 Employees,Company - Private,Insurance Carriers,Insurance,Unknown,Chapel Hill,NC,36.0,2.8,1,0,90,0,1,1,0,0,0,104500.0
Data Analyist,Unknown,FreedomCare,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,New York,NY,6.0,3.8,1,0,526,1,1,1,0,1,0,104500.0
Data Engineer,Unknown,Spectrum Communications & Consulting Inc.,51 to 200 Employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Chicago,IL,29.0,4.1,1,0,158,0,0,0,0,0,1,104500.0
Data Engineer,Unknown,MarketDial,1 to 50 Employees,Company - Private,IT Services,Information Technology,Unknown,Salt Lake City,UT,6.0,5.0,1,0,197,1,0,0,0,0,0,104500.0
Data Analyist,Senior,Winnebago Industries Inc,1001 to 5000 Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$500 million to $1 billion (USD),Eden Prairie,MN,63.0,2.9,1,0,194,0,0,0,0,0,0,104500.0
Data Analyist,Unknown,Connecticut Conference of Municipalities (CCM),51 to 200 Employees,Company - Private,Municipal Governments,Government,$10 to $25 million (USD),New Haven,CT,55.0,4.5,1,0,154,0,0,0,0,0,0,104500.0
Data Scientist,Senior,Scismic,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Cambridge,MA,28.0,3.9,1,0,117,0,0,0,0,1,0,104500.0
Data Scientist,Unknown,"Ology Bioservices, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,United States,Na,28.0,3.9,1,0,67,0,0,0,0,0,0,104500.0
Machine Learning,Unknown,OneDigital Northeast,Unknown,Unknown,Unknown,Unknown,Unknown,Norwell,MA,28.0,3.9,1,0,135,0,0,0,0,0,1,104500.0
Data Scientist,Unknown,Reveal Biosciences,Unknown,Unknown,Unknown,Unknown,Unknown,San Diego,CA,28.0,3.9,1,0,143,0,0,0,0,1,0,104500.0
Unknown,Senior,Spectrum,10000+ Employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),Greenwood Village,CO,5.0,3.2,1,0,575,0,1,1,1,1,0,104500.0
Data Analyist,Unknown,General Dynamics,10000+ Employees,Subsidiary or Business Segment,IT Services,Information Technology,$2 to $5 billion (USD),Washington,DC,25.0,3.8,1,0,154,0,0,0,0,0,0,104500.0
Data Engineer,Unknown,Winnebago Industries Inc,1001 to 5000 Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$500 million to $1 billion (USD),Eden Prairie,MN,63.0,2.9,1,0,150,0,0,0,0,0,0,104500.0
Data Engineer,Unknown,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Philadelphia,PA,171.0,3.9,1,0,84,0,0,0,1,0,0,104500.0
Data Scientist,Unknown,Ursus,1 to 50 Employees,Company - Private,IT Services,Information Technology,Unknown,San Francisco,CA,6.0,4.4,1,0,90,0,0,0,0,0,0,138500.0
Data Scientist,Senior,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Alexandria,VA,171.0,3.9,1,0,186,1,0,0,0,0,0,138500.0
Data Analyist,Unknown,General Dynamics,10000+ Employees,Subsidiary or Business Segment,IT Services,Information Technology,$2 to $5 billion (USD),Washington,DC,25.0,3.8,1,0,154,0,0,0,0,0,0,138500.0
Data Engineer,Unknown,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Philadelphia,PA,171.0,3.9,1,0,84,0,0,0,1,0,0,138500.0
Data Scientist,Unknown,Element Biosciences Inc,1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown,San Diego,CA,28.0,5.0,1,0,85,0,0,0,0,0,0,138500.0
Data Scientist,Senior,Alpha Consulting,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Devens,MA,27.0,4.5,1,0,53,0,0,0,0,0,0,138500.0
Data Analyist,Unknown,ICM Controls Corp.,1 to 50 Employees,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$1 to $5 million (USD),Syracuse,NY,37.0,3.5,1,0,87,1,0,0,0,0,0,138500.0
Data Analyist,Unknown,St. Clair Hospital,1001 to 5000 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),Pittsburgh,PA,36.0,3.5,1,0,116,0,0,0,0,0,0,138500.0
Data Scientist,Senior,System2 LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,115,1,0,1,0,0,0,138500.0
Unknown,Unknown,Transamerica,5001 to 10000 Employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),Denver,CO,117.0,2.9,1,0,106,0,1,0,1,0,0,138500.0
Data Engineer,Unknown,Authority Brands,Unknown,Unknown,Unknown,Unknown,Unknown,Columbia,MD,28.0,3.9,1,0,156,0,0,0,0,0,0,138500.0
Machine Learning,Senior,Intelligent Automation,51 to 200 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),Rockville,MD,34.0,3.7,1,0,127,0,0,0,0,0,1,138500.0
Data Scientist,Junior,Jubilant HollisterStier Spokane,5001 to 10000 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Spokane,WA,28.0,3.7,1,0,135,0,0,0,0,0,0,138500.0
Manager,Executive,Confidential,Unknown,Unknown,Unknown,Unknown,Unknown,New York,NY,28.0,3.9,1,0,109,1,0,0,0,1,0,138500.0
Data Engineer,Unknown,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Philadelphia,PA,171.0,3.9,1,0,84,0,0,0,1,0,0,138500.0
Data Analyist,Senior,AlohaCare,201 to 500 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,Honolulu,HI,27.0,2.6,1,0,117,0,0,0,0,0,0,138500.0
Data Engineer,Unknown,Air Products,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),Allentown,PA,81.0,3.9,1,0,466,0,0,0,0,0,1,138500.0
Manager,Executive,GK Elite Sportswear,Unknown,Unknown,Unknown,Unknown,Unknown,Reading,PA,28.0,3.9,1,0,107,0,0,0,0,0,0,138500.0
Data Engineer,Unknown,TRIAEM LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Springfield,VA,28.0,3.9,1,0,163,0,0,0,0,0,0,138500.0
Data Scientist,Unknown,"Vizient, Inc.",1001 to 5000 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Chicago,IL,44.0,4.2,1,0,96,0,0,0,0,0,0,138500.0
Data Engineer,Unknown,AE Business Solutions,51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Madison,WI,72.0,4.0,1,0,122,0,0,0,0,0,0,138500.0
Data Engineer,Unknown,MORSE Corp,51 to 200 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown,Cambridge,MA,7.0,4.9,1,0,359,0,1,1,1,0,1,138500.0
Data Engineer,Unknown,Red Robin,10000+ Employees,Company - Public,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $2 billion (USD),Greenwood Village,CO,52.0,3.4,1,0,94,0,0,1,1,0,0,138500.0
Data Engineer,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Windsor Mill,MD,52.0,3.9,1,0,105,0,0,0,0,0,0,138500.0
Data Scientist,Unknown,CORESTAFF Services,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Hapeville,GA,23.0,3.5,1,0,126,0,0,0,0,1,0,138500.0
Data Analyist,Senior,"Plaid Enterprises, Inc,",201 to 500 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$50 to $100 million (USD),Norcross,GA,29.0,2.1,1,0,90,0,0,0,0,0,0,138500.0
Data Scientist,Senior,Jubilant HollisterStier Spokane,5001 to 10000 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Spokane,WA,28.0,3.7,1,0,135,0,0,0,0,0,0,138500.0
Data Scientist,Unknown,Revibe Technologies,Unknown,Unknown,Unknown,Unknown,Unknown,North Carolina,NC,28.0,3.9,1,0,165,1,0,0,0,0,1,138500.0
Data Scientist,Unknown,General Dynamics Information Technology,10000+ Employees,Subsidiary or Business Segment,IT Services,Information Technology,$2 to $5 billion (USD),Wright Patterson AFB,OH,25.0,3.8,1,0,168,0,0,0,0,0,0,138500.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Albany,OR,52.0,3.9,1,0,213,0,0,0,0,0,0,138500.0
Data Scientist,Junior,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Reston,VA,52.0,3.9,1,0,140,0,0,0,0,0,0,138500.0
Data Scientist,Unknown,KYMadvisors,Unknown,Unknown,Unknown,Unknown,Unknown,Camp Springs,MD,28.0,3.9,1,0,117,0,0,0,0,0,0,138500.0
Data Scientist,Senior,Michael Page,201 to 500 Employees,Company - Private,Security Services,Business Services,Unknown,Boston,MA,28.0,3.6,1,0,106,0,0,0,0,0,1,122000.0
Data Scientist,Senior,CyberCoders,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Austin,TX,22.0,4.1,1,0,158,0,0,0,0,0,0,122000.0
Data Scientist,Junior,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Reston,VA,52.0,3.9,1,0,140,0,0,0,0,0,0,122000.0
Data Scientist,Unknown,KYMadvisors,Unknown,Unknown,Unknown,Unknown,Unknown,Camp Springs,MD,28.0,3.9,1,0,117,0,0,0,0,0,0,122000.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Albany,OR,52.0,3.9,1,0,213,0,0,0,0,0,0,122000.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Morgantown,WV,52.0,3.9,1,0,95,0,0,0,0,0,0,122000.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Morgantown,WV,52.0,3.9,1,0,183,0,0,0,0,0,0,122000.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Pittsburgh,PA,52.0,3.9,1,0,114,0,0,0,0,0,0,122000.0
Data Analyist,Senior,Progressive,1001 to 5000 Employees,Company - Public,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Mayfield Heights,OH,31.0,3.1,1,0,137,0,0,0,0,0,0,122000.0
Data Scientist,Junior,Colgate-Palmolive,10000+ Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Piscataway,NJ,215.0,4.2,1,0,119,1,0,0,0,0,1,122000.0
Data Engineer,Unknown,Air Products,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),Allentown,PA,81.0,3.9,1,0,466,0,0,0,0,0,1,98500.0
Data Scientist,Unknown,Selux Diagnostics,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Charlestown,MA,28.0,4.7,1,0,99,1,1,0,0,0,1,112500.0
Data Scientist,Unknown,Bevov,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,San Carlos,CA,28.0,4.0,1,0,178,0,0,0,0,0,0,136000.0
Data Scientist,Senior,Stealth Mode Startup Company,Unknown,Company - Public,Unknown,Unknown,Unknown,San Jose,CA,28.0,3.9,1,0,199,0,0,0,0,0,0,148500.0
Data Engineer,Senior,CareJourney,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Arlington,VA,6.0,3.6,1,0,157,0,0,0,0,0,0,118000.0
Data Engineer,Executive,XPO Logistics,10000+ Employees,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),Portland,OR,10.0,3.6,1,0,131,0,0,0,0,0,1,139000.0
Manager,Executive,Strategic Financial Solutions,501 to 1000 Employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown,New York,NY,14.0,3.8,1,0,174,0,0,0,0,0,0,122000.0
Data Scientist,Mid,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),San Diego,CA,119.0,3.8,1,0,182,0,0,0,0,0,0,80500.0
Data Engineer,Senior,GEICO,10000+ Employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),Chevy Chase,MD,85.0,3.4,1,0,158,0,1,1,0,0,0,112500.0
Data Scientist,Unknown,ASML,10000+ Employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),Wilton,CT,37.0,4.1,1,0,127,0,0,0,0,0,0,68000.0
Data Scientist,Unknown,Alpha Consulting,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Lawrenceville,NJ,27.0,4.5,1,0,98,0,0,0,0,1,0,81000.0
Data Scientist,Unknown,CCRM,1 to 50 Employees,Self-employed,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),San Jose,CA,28.0,3.8,1,0,125,0,0,0,0,0,0,114500.0
Data Scientist,Unknown,Octave Bioscience,Unknown,Unknown,Unknown,Unknown,Unknown,Menlo Park,CA,28.0,3.9,1,0,172,0,0,0,0,0,0,108500.0
Data Engineer,Unknown,Lucid Motors,1001 to 5000 Employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown,Newark,CA,14.0,4.1,1,0,116,0,0,0,1,0,1,129500.0
Data Analyist,Junior,"Spalding Consulting, Inc.",201 to 500 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),Patuxent River,MD,20.0,3.9,1,0,249,0,0,0,1,1,0,77500.0
Data Scientist,Senior,HotSpot Therapeutics,Unknown,Unknown,Unknown,Unknown,Unknown,Boston,MA,28.0,3.9,1,0,168,0,0,0,0,1,0,109000.0
Data Analyist,Junior,Providence,1 to 50 Employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Beaverton,OR,68.0,3.9,1,0,150,0,0,0,0,1,0,77500.0
Data Scientist,Unknown,Wipro Limited,10000+ Employees,Company - Public,IT Services,Information Technology,$5 to $10 billion (USD),Louisville,KY,76.0,3.4,1,0,189,0,0,0,0,0,0,87000.0
Data Scientist,Unknown,Confidential Manufacturing,Unknown,Unknown,Unknown,Unknown,Unknown,Daytona Beach,FL,28.0,3.9,1,0,88,0,0,0,0,0,0,74000.0
Data Engineer,Unknown,Red Robin,10000+ Employees,Company - Public,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $2 billion (USD),Greenwood Village,CO,52.0,3.4,1,0,94,0,0,1,1,0,0,99500.0
Data Engineer,Unknown,MarketDial,1 to 50 Employees,Company - Private,IT Services,Information Technology,Unknown,Salt Lake City,UT,6.0,5.0,1,0,197,1,0,0,0,0,0,93500.0
Data Scientist,Unknown,Acutis Diagnostics Inc.,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Hicksville,NY,7.0,3.6,1,0,154,0,1,0,0,0,0,90500.0
Data Scientist,Senior,NexImmune,Unknown,Unknown,Unknown,Unknown,Unknown,Gaithersburg,MD,28.0,3.9,1,0,183,0,0,0,0,0,1,107000.0
Data Analyist,Senior,Ecolab,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),Naperville,IL,98.0,3.7,1,0,846,1,1,1,1,1,0,104500.0
Data Scientist,Senior,Cellsonics Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,San Jose,CA,28.0,3.9,1,0,119,0,0,0,0,0,0,118000.0
Data Analyist,Unknown,Salud Revenue Partners,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Lafayette,IN,10.0,3.9,1,0,125,0,0,0,0,0,0,68500.0
Data Scientist,Mid,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Alachua,FL,119.0,3.8,1,0,133,0,0,0,0,0,0,64000.0
Data Scientist,Unknown,TEKsystems,1001 to 5000 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),New York,NY,38.0,3.9,1,0,103,0,1,1,0,0,1,73500.0
Data Scientist,Mid,XSOLIS,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),Nashville,TN,8.0,4.8,1,0,145,0,0,0,0,0,0,73500.0
Data Analyist,Senior,Kids Care Dental & Orthodontics,201 to 500 Employees,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Unknown,California,CA,19.0,3.7,1,0,103,0,0,0,0,0,0,73500.0
Data Scientist,Executive,Molecular Testing Labs,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Vancouver,WA,10.0,3.7,1,0,101,0,0,0,0,0,0,73500.0
Data Scientist,Senior,Novartis,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Cambridge,MA,25.0,4.2,1,0,536,0,0,0,0,0,0,73500.0
Data Engineer,Unknown,Air Products,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),Allentown,PA,81.0,3.9,1,0,466,0,0,0,0,0,1,73500.0
Data Scientist,Senior,Novartis,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Cambridge,MA,25.0,4.2,1,0,433,1,0,0,0,0,0,73500.0
Unknown,Senior,Spectrum,10000+ Employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),Greenwood Village,CO,5.0,3.2,1,0,575,0,1,1,1,1,0,73500.0
Data Scientist,Junior,New Jersey Office of the Attorney General,1001 to 5000 Employees,Government,State & Regional Agencies,Government,Unknown,Trenton,NJ,28.0,3.9,1,0,264,1,0,0,0,0,0,73500.0
Data Engineer,Senior,"Alteryx, Inc.",1001 to 5000 Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Ann Arbor,MI,24.0,3.5,1,0,183,0,0,0,0,0,0,73500.0
Data Analyist,Senior,DTCC,1001 to 5000 Employees,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),New York,NY,48.0,4.0,1,0,119,0,0,0,0,0,0,73500.0
Data Scientist,Senior,NYU Langone Health,10000+ Employees,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),New York,NY,180.0,4.0,1,0,135,0,0,0,0,0,0,73500.0
