vaga_simplificada,senioridade,nome_empresa,tamanho,tipo_propriedade,industria,setor,receita,cidade,estado,idade_empresa,nota,fg_glassdor_est,fg_por_hora,descricao_qtd_palavras,estatistica,programacao,etl,saas,ferramentas_bi,ml_ai,salario_medio
Data Analyist,Unknown,NYU Langone Health,10000+ Employees,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),New York,NY,180.0,4.0,1,0,233,0,0,0,0,0,0,73500.0
Data Engineer,Unknown,TRIAEM LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Springfield,VA,28.0,3.9,1,0,163,0,0,0,0,0,0,73500.0
Data Scientist,Unknown,"Elite Clinical Laboratory, Inc",Unknown,Unknown,Unknown,Unknown,Unknown,Louisville,KY,28.0,3.9,1,0,42,0,0,0,0,0,0,73500.0
Data Scientist,Unknown,NYU Langone Health,10000+ Employees,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),New York,NY,180.0,4.0,1,0,140,0,0,0,0,0,0,73500.0
Data Scientist,Unknown,NYU Langone Health,10000+ Employees,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),New York,NY,180.0,4.0,1,0,134,0,0,0,0,0,0,73500.0
Data Scientist,Mid,"Sekisui XenoTech, LLC",51 to 200 Employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Kansas City,KS,28.0,3.4,1,0,140,0,0,0,0,1,0,73500.0
Data Scientist,Unknown,UT Southwestern,10000+ Employees,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Dallas,TX,78.0,4.0,1,0,352,0,0,0,0,0,0,73500.0
Data Analyist,Unknown,Ocean County College,501 to 1000 Employees,College / University,Colleges & Universities,Education,$25 to $50 million (USD),Toms River,NJ,28.0,3.6,1,0,82,0,0,0,0,0,0,73500.0
Data Analyist,Senior,Southeast Toyota Distributors,501 to 1000 Employees,Company - Private,Vehicle Dealers,Retail,Unknown,Jacksonville,FL,53.0,5.0,1,0,147,0,0,0,0,0,0,73500.0
Data Engineer,Unknown,SuccessFuel,Unknown,Unknown,Unknown,Unknown,Unknown,Malvern,PA,28.0,3.9,1,0,72,0,0,0,0,0,0,73500.0
Data Scientist,Mid,"Cambridge Polymer Group, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Woburn,MA,28.0,3.9,1,0,102,0,0,0,0,0,0,73500.0
Data Scientist,Junior,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Carlsbad,CA,119.0,3.8,1,0,135,0,0,0,0,0,0,73500.0
Data Scientist,Unknown,Stealth Mode Startup Company,Unknown,Company - Public,Unknown,Unknown,Unknown,San Jose,CA,28.0,3.9,1,0,167,0,0,0,0,0,0,73500.0
Data Scientist,Unknown,"University of Iowa, Office of the Vice President for Research",Unknown,Unknown,Unknown,Unknown,Unknown,Iowa City,IA,28.0,3.9,1,0,438,0,0,0,0,0,0,73500.0
Data Engineer,Senior,"HuntSource, LLC",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Reston,VA,28.0,5.0,1,0,89,0,1,1,1,0,0,73500.0
Data Analyist,Unknown,NuWest Group,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Kent,WA,31.0,3.5,1,0,133,0,0,0,0,0,0,73500.0
Data Analyist,Unknown,Fidelity TalentSource,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Boston,MA,35.0,3.5,1,0,116,0,0,0,0,0,0,73500.0
Data Scientist,Unknown,SSM Health,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Saint Louis,MO,147.0,3.6,1,0,389,0,0,0,0,0,0,73500.0
Data Engineer,Unknown,Connecttel Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,37,1,0,0,1,0,0,73500.0
Data Scientist,Senior,"Modular Mining Systems, Inc.",501 to 1000 Employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Tucson,AZ,42.0,3.8,1,0,203,0,0,0,0,0,0,73500.0
Data Engineer,Unknown,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Churchton,MD,3.0,3.8,1,0,176,0,0,0,0,0,0,102500.0
Data Scientist,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Denver,CO,3.0,3.8,1,0,137,0,0,0,0,0,0,102500.0
Data Analyist,Unknown,CNH Industrial,Unknown,Unknown,Unknown,Unknown,Unknown,Racine,WI,28.0,3.9,1,0,154,1,0,1,0,1,0,102500.0
Data Analyist,Junior,Global Manufacturing and Technology Organization,Unknown,Unknown,Unknown,Unknown,Unknown,Saint Paul,MN,28.0,3.9,1,0,93,0,0,0,0,1,0,102500.0
Data Engineer,Unknown,Engtal,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),San Diego,CA,4.0,5.0,1,0,120,0,0,0,1,0,1,102500.0
Data Analyist,Unknown,CASA of Missoula,Unknown,Unknown,Unknown,Unknown,Unknown,Missoula,MT,28.0,3.9,1,0,120,0,0,0,0,0,0,102500.0
Data Scientist,Unknown,Kronologic,Unknown,Unknown,Unknown,Unknown,Unknown,Austin,TX,28.0,3.9,1,0,89,0,0,0,0,0,0,102500.0
Data Scientist,Unknown,Selux Diagnostics,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Charlestown,MA,28.0,4.7,1,0,99,1,1,0,0,0,1,102500.0
Data Analyist,Unknown,Fast Switch,501 to 1000 Employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Boston,MA,25.0,4.4,1,0,166,0,0,0,0,0,0,102500.0
Data Scientist,Unknown,Peterson Technology Partners,201 to 500 Employees,Contract,IT Services,Information Technology,$25 to $50 million (USD),Lake Forest,IL,24.0,4.2,1,0,121,0,0,0,0,0,1,102500.0
Data Analyist,Unknown,Strategic Risk Solutions,Unknown,Unknown,Unknown,Unknown,Unknown,Concord,MA,28.0,3.9,1,0,111,1,0,0,0,0,0,102500.0
Data Analyist,Unknown,"Raybeam, Inc.",51 to 200 Employees,Company - Private,Consulting,Business Services,Unknown,Mountain View,CA,24.0,4.8,1,0,123,1,0,0,0,0,0,102500.0
Data Analyist,Unknown,HonorVet Technologies,201 to 500 Employees,Company - Private,Unknown,Unknown,Unknown,Wilmington,NC,28.0,3.8,1,0,112,0,0,0,0,1,0,102500.0
Data Scientist,Unknown,Walmart,10000+ Employees,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),Sunnyvale,CA,27.0,3.3,1,0,206,1,1,1,0,0,1,102500.0
Data Analyist,Unknown,PATRA,201 to 500 Employees,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),El Dorado Hills,CA,16.0,4.0,1,0,64,0,0,0,0,0,0,102500.0
Data Scientist,Senior,"AMI Group, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Chicago,IL,28.0,3.9,1,0,118,1,0,0,0,0,0,102500.0
Data Engineer,Unknown,Uber,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Sunnyvale,CA,12.0,4.0,1,0,162,0,0,0,0,0,1,102500.0
Data Scientist,Unknown,Revel IT,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Ohio,OH,24.0,4.8,1,0,192,0,0,0,0,0,0,102500.0
Data Scientist,Senior,Walmart,10000+ Employees,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),Sunnyvale,CA,27.0,3.3,1,0,215,1,1,1,0,0,1,102500.0
Data Engineer,Unknown,Capital One,10000+ Employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Cambridge,MA,27.0,4.1,1,0,160,0,0,0,0,0,0,102500.0
Data Engineer,Unknown,Career Movement,1 to 50 Employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),San Diego,CA,22.0,4.9,1,0,87,0,1,0,0,1,0,102500.0
Data Scientist,Mid,Comcast,10000+ Employees,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Philadelphia,PA,58.0,3.9,1,0,559,1,0,0,0,0,1,102500.0
Data Scientist,Senior,Radancy,501 to 1000 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Chicago,IL,15.0,3.8,1,0,134,1,0,0,0,0,1,102500.0
Data Scientist,Unknown,Bolt,51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,San Francisco,CA,7.0,4.6,1,0,195,0,0,0,0,0,0,102500.0
Data Scientist,Junior,Oracle,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Burlington,MA,44.0,3.7,1,0,524,1,1,1,0,1,1,102500.0
Data Scientist,Unknown,Maersk,10000+ Employees,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),Florham Park,NJ,93.0,4.1,1,0,161,0,0,0,0,0,1,102500.0
Data Scientist,Junior,"Knowesis, Inc.",51 to 200 Employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Fort Bragg,NC,14.0,4.3,1,0,105,0,0,0,0,0,0,102500.0
Data Scientist,Unknown,"Sony Pictures Entertainment, Inc.",5001 to 10000 Employees,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City,CA,32.0,4.0,1,0,116,0,0,0,0,0,0,102500.0
Data Scientist,Unknown,Tinder,201 to 500 Employees,Company - Public,IT Services,Information Technology,Unknown,Los Angeles,CA,9.0,3.7,1,0,167,0,0,0,0,0,0,102500.0
Data Scientist,Unknown,Koverse,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),United States,Na,9.0,4.8,1,0,174,0,0,0,0,0,1,102500.0
Data Scientist,Junior,KOHLS,10000+ Employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Menomonee Falls,WI,59.0,3.5,1,0,174,1,0,0,0,0,1,102500.0
Data Scientist,Unknown,Blockchain.com,51 to 200 Employees,Company - Private,Internet,Information Technology,Unknown,California,CA,10.0,4.1,1,0,732,1,1,1,1,0,1,102500.0
Data Scientist,Senior,HotSpot Therapeutics,Unknown,Company - Public,Unknown,Unknown,Unknown,Boston,MA,28.0,5.0,1,0,168,0,0,0,0,1,0,104000.0
Data Engineer,Unknown,Children's Hospital & Medical Center,1001 to 5000 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,Omaha,NE,73.0,3.7,1,0,104,0,0,0,0,0,0,81500.0
Data Analyist,Senior,Stanley Black & Decker,10000+ Employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),New Britain,CT,178.0,3.7,1,0,319,0,0,0,0,1,0,95000.0
Data Analyist,Unknown,The Chickasaw Nation,1001 to 5000 Employees,Self-employed,Municipal Governments,Government,$50 to $100 million (USD),Oklahoma City,OK,28.0,4.2,1,0,61,0,0,0,0,0,0,66000.0
Machine Learning,Unknown,Johns Hopkins Applied Physics Laboratory (APL),5001 to 10000 Employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Laurel,MD,79.0,4.6,1,0,306,0,0,0,0,0,1,113500.0
Data Analyist,Unknown,CareJourney,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Arlington,VA,6.0,3.6,1,0,184,0,0,0,0,0,0,73000.0
Data Engineer,Senior,"HuntSource, LLC",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Reston,VA,28.0,5.0,1,0,89,0,1,1,1,0,0,102000.0
Unknown,Unknown,Bloomberg,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,New York,NY,40.0,4.1,1,0,228,0,0,0,0,0,0,138500.0
Data Engineer,Unknown,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Gilbert,AZ,171.0,3.9,1,0,213,0,0,0,0,0,1,89500.0
Data Analyist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Memphis,TN,52.0,3.9,1,0,124,0,0,0,0,0,0,72000.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Morgantown,WV,52.0,3.9,1,0,183,0,0,0,0,0,0,82500.0
Data Engineer,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Hampton,VA,52.0,3.9,1,0,117,0,0,0,0,0,0,101500.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Morgantown,WV,52.0,3.9,1,0,95,0,0,0,0,0,0,84000.0
Machine Learning,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Glenn Dale,MD,3.0,3.8,1,0,133,0,0,0,0,0,1,110000.0
Data Scientist,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Washington,DC,3.0,3.8,1,0,134,0,0,0,0,0,1,110000.0
Data Analyist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Charlottesville,VA,52.0,3.9,1,0,110,0,0,0,0,0,0,110000.0
Data Scientist,Senior,Novartis,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Cambridge,MA,25.0,4.2,1,0,536,0,0,0,0,0,0,110000.0
Data Scientist,Senior,Bevov,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,San Carlos,CA,28.0,4.0,1,0,179,0,0,0,0,0,0,110000.0
Unknown,Senior,Spectrum,10000+ Employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),Greenwood Village,CO,5.0,3.2,1,0,575,0,1,1,1,1,0,110000.0
Data Engineer,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Tewksbury,MA,52.0,3.9,1,0,98,0,0,0,0,0,1,110000.0
Data Scientist,Unknown,Acutis Diagnostics Inc.,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Hicksville,NY,7.0,3.6,1,0,154,0,1,0,0,0,0,110000.0
Data Engineer,Unknown,TRIAEM LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Springfield,VA,28.0,3.9,1,0,163,0,0,0,0,0,0,110000.0
Machine Learning,Executive,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Arlington,VA,52.0,3.9,1,0,210,0,0,0,0,0,1,110000.0
Data Scientist,Unknown,Wipro Limited,10000+ Employees,Company - Public,IT Services,Information Technology,$5 to $10 billion (USD),Louisville,KY,76.0,3.4,1,0,189,0,0,0,0,0,0,110000.0
Data Scientist,Unknown,Confidential Manufacturing,Unknown,Unknown,Unknown,Unknown,Unknown,Daytona Beach,FL,28.0,3.9,1,0,88,0,0,0,0,0,0,110000.0
Data Engineer,Unknown,Air Products,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),Allentown,PA,81.0,3.9,1,0,466,0,0,0,0,0,1,110000.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Vista,CA,52.0,3.9,1,0,126,0,0,0,0,0,0,110000.0
Data Analyist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Arizona,AZ,52.0,3.9,1,0,87,0,0,0,0,0,0,110000.0
Data Engineer,Unknown,IFG Companies,201 to 500 Employees,Company - Private,Insurance Carriers,Insurance,Unknown,Chapel Hill,NC,36.0,2.8,1,0,90,0,1,1,0,0,0,110000.0
Data Scientist,Mid,"Cambridge Polymer Group, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Woburn,MA,28.0,3.9,1,0,102,0,0,0,0,0,0,110000.0
Data Scientist,Senior,Novartis,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Cambridge,MA,25.0,4.2,1,0,433,1,0,0,0,0,0,110000.0
Data Scientist,Unknown,Bevov,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,San Carlos,CA,28.0,4.0,1,0,178,0,0,0,0,0,0,110000.0
Data Scientist,Executive,Molecular Testing Labs,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Vancouver,WA,10.0,3.7,1,0,101,0,0,0,0,0,0,110000.0
Data Analyist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Fayetteville,NC,52.0,3.9,1,0,124,0,0,0,0,0,0,110000.0
Data Scientist,Unknown,iXCells Biotechnologies,1 to 50 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,San Diego,CA,7.0,5.0,1,0,139,0,0,0,0,0,0,110000.0
Data Analyist,Senior,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Reston,VA,52.0,3.9,1,0,135,0,0,0,0,0,0,110000.0
Data Engineer,Unknown,Spectrum Communications & Consulting Inc.,51 to 200 Employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Chicago,IL,29.0,4.1,1,0,158,0,0,0,0,0,1,110000.0
Manager,Executive,Biz2Credit Inc.,201 to 500 Employees,Company - Private,Lending,Finance,$100 to $500 million (USD),New York,NY,14.0,3.3,1,0,126,0,0,0,0,0,0,110000.0
Data Engineer,Senior,Rinchem Company Inc.,1001 to 5000 Employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$100 to $500 million (USD),Decatur,GA,45.0,3.5,1,0,177,0,0,0,0,0,0,110000.0
Data Engineer,Senior,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Phoenix,AZ,171.0,3.9,1,0,126,0,0,0,0,0,0,110000.0
Data Engineer,Unknown,Lucid Motors,1001 to 5000 Employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown,Newark,CA,14.0,4.1,1,0,116,0,0,0,1,0,1,110000.0
Data Analyist,Unknown,Mercyhealth,5001 to 10000 Employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Janesville,WI,28.0,3.0,1,0,96,0,0,0,0,1,0,110000.0
Data Engineer,Unknown,Connecttel Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,37,1,0,0,1,0,0,110000.0
Data Scientist,Senior,First Tech Federal Credit Union,1001 to 5000 Employees,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),Hillsboro,OR,69.0,3.6,1,0,121,1,0,0,0,0,1,110000.0
Data Scientist,Junior,Jubilant HollisterStier Spokane,5001 to 10000 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Spokane,WA,28.0,3.7,1,0,135,0,0,0,0,0,0,110000.0
Data Scientist,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Pinole,CA,3.0,3.8,1,0,167,0,0,0,0,0,0,147500.0
Data Scientist,Mid,Insight Global,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Grinnell,IA,20.0,3.9,1,0,134,1,0,0,0,0,0,147500.0
Data Scientist,Junior,Jubilant HollisterStier Spokane,5001 to 10000 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Spokane,WA,28.0,3.7,1,0,135,0,0,0,0,0,0,147500.0
Data Engineer,Unknown,AE Business Solutions,51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Madison,WI,72.0,4.0,1,0,122,0,0,0,0,0,0,147500.0
Data Analyist,Senior,AlohaCare,201 to 500 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,Honolulu,HI,27.0,2.6,1,0,117,0,0,0,0,0,0,147500.0
Data Analyist,Senior,Vanguard,10000+ Employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown,Malvern,PA,46.0,3.6,1,0,126,0,0,0,0,0,0,147500.0
Data Analyist,Unknown,MRA,1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown,Waukesha,WI,28.0,3.9,1,0,91,0,0,0,0,0,0,147500.0
Data Scientist,Senior,GENETWORx/Recovery Centers of America,Unknown,Unknown,Unknown,Unknown,Unknown,King of Prussia,PA,28.0,3.9,1,0,160,0,0,0,0,1,1,147500.0
Data Engineer,Unknown,Red Robin,10000+ Employees,Company - Public,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $2 billion (USD),Greenwood Village,CO,52.0,3.4,1,0,94,0,0,1,1,0,0,147500.0
Data Analyist,Senior,Medical Home Network,Unknown,Unknown,Unknown,Unknown,Unknown,Chicago,IL,28.0,3.9,1,0,89,0,0,0,0,0,0,147500.0
Data Analyist,Unknown,"Partners in Care Foundation, Inc.",51 to 200 Employees,Nonprofit Organization,Unknown,Unknown,$10 to $25 million (USD),San Fernando,CA,28.0,3.6,1,0,74,0,0,1,0,1,0,147500.0
Director,Executive,Liberty Mutual Insurance,10000+ Employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Boston,MA,109.0,3.8,1,0,130,1,0,0,0,0,0,147500.0
Data Scientist,Unknown,Stealth Mode Startup Company,Unknown,Company - Public,Unknown,Unknown,Unknown,San Jose,CA,28.0,3.9,1,0,167,0,0,0,0,0,0,147500.0
Data Scientist,Unknown,Alpha Consulting,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Lawrenceville,NJ,27.0,4.5,1,0,98,0,0,0,0,1,0,147500.0
Data Engineer,Unknown,Nutech Information Systems,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,61,1,0,0,0,0,0,147500.0
Data Analyist,Unknown,"Raybeam, Inc.",51 to 200 Employees,Company - Private,Consulting,Business Services,Unknown,Mountain View,CA,24.0,4.8,1,0,123,1,0,0,0,0,0,147500.0
Data Scientist,Senior,"AMI Group, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Chicago,IL,28.0,3.9,1,0,118,1,0,0,0,0,0,147500.0
Data Scientist,Unknown,NJM Insurance Group,1001 to 5000 Employees,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),Ewing,NJ,108.0,3.1,1,0,193,0,0,0,0,0,0,147500.0
Data Analyist,Senior,Ecolab,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),Naperville,IL,98.0,3.7,1,0,846,1,1,1,1,1,0,147500.0
Data Analyist,Senior,"Case Snow Management, Inc.",1 to 50 Employees,Company - Private,Construction,"Construction, Repair & Maintenance",$5 to $10 million (USD),North Attleboro,MA,28.0,3.0,1,0,117,0,0,0,0,1,0,147500.0
Data Engineer,Unknown,AINS,51 to 200 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Washington,DC,33.0,3.8,1,0,98,0,0,0,0,0,0,147500.0
Data Scientist,Junior,Tarifica,Unknown,Unknown,Unknown,Unknown,Unknown,New York,NY,28.0,3.9,1,0,159,0,0,0,0,0,0,147500.0
Data Analyist,Unknown,Fidelity TalentSource,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Boston,MA,35.0,3.5,1,0,116,0,0,0,0,0,0,147500.0
Data Engineer,Unknown,Uber,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Sunnyvale,CA,12.0,4.0,1,0,162,0,0,0,0,0,1,147500.0
Data Analyist,Unknown,HC Brands,51 to 200 Employees,Company - Private,Office Supply Stores,Retail,$10 to $25 million (USD),Jacksonville,FL,67.0,3.4,1,0,206,1,0,0,0,1,0,147500.0
Data Analyist,Unknown,Community Health Initiative,Unknown,Unknown,Unknown,Unknown,Unknown,Napa,CA,28.0,3.9,1,0,134,0,0,0,0,1,0,147500.0
Data Scientist,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Landover Hills,MD,3.0,3.8,1,0,133,0,0,0,0,0,1,147500.0
Data Engineer,Unknown,Capital One,10000+ Employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Cambridge,MA,27.0,4.1,1,0,160,0,0,0,0,0,0,147500.0
Data Scientist,Unknown,Hill's Pet Nutrition,1001 to 5000 Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Topeka,KS,114.0,4.2,1,0,90,0,0,0,0,0,0,147500.0
Data Engineer,Unknown,Capital One,10000+ Employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Simpsonville,MD,27.0,4.1,1,0,202,0,0,0,0,0,1,147500.0
Data Analyist,Unknown,Piedmont Healthcare,5001 to 10000 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,Atlanta,GA,116.0,3.8,1,0,70,0,0,0,0,0,0,147500.0
Unknown,Unknown,Madison Recruiting Group,Unknown,Unknown,Unknown,Unknown,Unknown,Summit,NJ,28.0,3.9,1,0,118,0,1,1,0,0,1,147500.0
Manager,Executive,Biz2Credit Inc.,201 to 500 Employees,Company - Private,Lending,Finance,$100 to $500 million (USD),New York,NY,14.0,3.3,1,0,126,0,0,0,0,0,0,142500.0
Data Scientist,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,Landover Hills,MD,3.0,3.8,1,0,133,0,0,0,0,0,1,142500.0
Data Scientist,Unknown,UnitedHealth Group,10000+ Employees,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),Eden Prairie,MN,44.0,3.7,1,0,162,0,0,0,0,0,1,142500.0
Data Scientist,Unknown,Revel IT,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Ohio,OH,24.0,4.8,1,0,192,0,0,0,0,0,0,142500.0
Data Scientist,Senior,Nike Inc,10000+ Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Ridgefield,WA,49.0,4.1,1,0,151,0,0,0,0,0,0,142500.0
Data Scientist,Mid,XSOLIS,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),Nashville,TN,8.0,4.8,1,0,145,0,0,0,0,0,0,142500.0
Data Scientist,Unknown,Insight Global,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Stamford,CT,20.0,3.9,1,0,138,1,0,1,0,1,0,142500.0
Data Scientist,Unknown,Funded.club,1 to 50 Employees,Company - Private,IT Services,Information Technology,Unknown,Washington,DC,2.0,3.9,1,0,718,1,1,1,0,0,0,142500.0
Data Scientist,Unknown,BASF,Unknown,Company - Public,Unknown,Unknown,Unknown,Research Triangle Park,NC,28.0,4.2,1,0,696,1,1,0,1,1,1,142500.0
Data Scientist,Senior,Kroll,1001 to 5000 Employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$100 to $500 million (USD),Nashville,TN,17.0,3.6,1,0,163,0,0,0,0,1,1,142500.0
Data Scientist,Unknown,"TechniPower, Inc.",51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rockville,MD,43.0,3.8,1,0,72,0,0,0,0,0,0,142500.0
